descricao;preco;ano;km_rodado;localizacao
Chevrolet Prisma 1.4 Ltz Aut. 4p;56.900;2016;72.000 Km;Andradas
Ford Fiesta 1.6 Se Hatch 16v Flex 4p Manual;52.990;2017;72.000 Km;Andradas
Fiat Siena 1.0 El Flex 4p;31.900;2012;72.000 Km;Andradas
Nissan Kicks 1.6 16v Flexstart S Direct 4p Xtronic;79.900;2019;72.000 Km;Andradas
Suzuki Grand Vitara 2.0 2wd Aut. 5p;72.000;2016;72.000 Km;Andradas
Fiat Mobi 1.0 Way Flex 5p;53.000;2020;59.143 Km;Itajubá
Volkswagen Gol 1.6 Msi Totalflex 4p Manual;47.900;2019;59.143 Km;Itajubá
Ford Ka 1.0 Se Flex 4p;49.000;2019;59.143 Km;Itajubá
Jeep Renegade 1.8 16v Flex Sport 4p Automático;64.000;2016;59.143 Km;Itajubá
Audi Q5 2.0 Tfsi Gasolina Attraction S Tronic;167.500;2018;59.143 Km;Itajubá
Dodge Journey 3.6 Rt V6 Gasolina 4p Automático;99.900;2018;59.143 Km;Itajubá
Chevrolet Prisma 1.0 Mpfi Joy 8v Flex 4p Manual;50.900;2019;59.143 Km;Itajubá
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual;39.900;2013;59.143 Km;Itajubá
Hyundai Hb20 1.0 Comfort Flex 5p;47.900;2017;59.143 Km;Itajubá
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;118.900;2016;59.143 Km;Itajubá
Renault Kwid 1.0 12v Sce Flex Intense Manual;43.900;2019;59.143 Km;Itajubá
Peugeot 208 1.5 Active 8v Flex 4p Manual;43.900;2015;59.143 Km;Itajubá
Jeep Compass 2.0 16v Diesel Limited 4x4 Automático;121.900;2018;59.143 Km;Itajubá
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;82.900;2016;59.143 Km;Itajubá
Ford Ecosport 1.6 Se 16v Flex 4p Powershift;62.900;2017;59.143 Km;Itajubá
Ford Ecosport 1.5 Se Mec;66.900;2018;59.143 Km;Itajubá
Ford Ka 1.0 Mpi 8v Flex 2p Manual;29.900;2013;59.143 Km;Itajubá
Ford Ka 1.5 Ti-vct Flex Se Sedan Manual;49.900;2019;59.143 Km;Itajubá
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg;184.890;2020;59.143 Km;Itajubá
Jeep Compass 2.0 16v Flex Longitude Automático;105.890;2018;59.143 Km;Itajubá
Peugeot 207 1.4 Xr 8v Flex 4p Manual;27.990;2012;59.143 Km;Itajubá
Chevrolet Cobalt 1.8 Ltz Aut. 4p;49.900;2014;59.143 Km;Itajubá
Hyundai Hb20s 1.6 Comfort Plus Flex Aut. 4p;61.900;2016;59.143 Km;Itajubá
Renault Fluence 2.0 Privilège X-tronic Hi-flex 4p;41.000;2014;59.143 Km;Itajubá
Volkswagen Voyage 1.6 16v Msi Aut. 4p 6 Marchas;64.900;2020;59.143 Km;Itajubá
Renault Sandero Stepway 1.6 Hi-power 5p;41.900;2014;59.143 Km;Itajubá
Jeep Compass 2.0 Longitude Flex Aut. 5p;104.800;2020;59.143 Km;Itajubá
Chevrolet Sonic 1.6 Ltz 16v Flex 4p Automático;36.990;2012;59.143 Km;Itajubá
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.vi;39.900;2015;59.143 Km;Itajubá
Volkswagen Gol 1.0 12v Mpi Totalflex 4p Manual;46.900;2020;59.143 Km;Itajubá
Volkswagen Tiguan 1.4 250 Tsi Total Flex Allspace Comfortline Tiptronic;119.000;2018;59.143 Km;Itajubá
Fiat Punto 1.6 Essence 16v Flex 4p Automatizado;38.990;2013;59.143 Km;Itajubá
Ford Ecosport Se At 1.6b;60.900;2017;59.143 Km;Itajubá
Honda Fit 1.4 Lx 8v Flex 4p Manual;39.890;2010;59.143 Km;Itajubá
Ford Ka 1.5 Se Plus Flex Aut. 4p;56.900;2019;59.143 Km;Itajubá
Ford Ka 1.0 Se Plus Flex 4p;48.900;2020;59.143 Km;Itajubá
Audi Q3 1.4 Tfsi/tfsi Flex S-tronic 5p;96.900;2016;59.143 Km;Itajubá
Citroën C3 1.5 Origine 8v Flex 4p Manual;34.900;2014;59.143 Km;Itajubá
Peugeot 408 2.0 Allure 16v Flex 4p Manual;34.900;2013;59.143 Km;Itajubá
Volkswagen Gol 1.6 Vht Trend Total Flex 5p;32.000;2012;59.143 Km;Itajubá
Chevrolet Montana 1.4 Mpfi Ls Cs 8v Flex 2p Manual;48.900;2017;59.143 Km;Itajubá
Fiat Uno 1.0 Fire Flex Attractive Manual;43.900;2020;59.143 Km;Itajubá
Volkswagen Gol 1.6 Mi 8v Flex 4p Manual G.v;36.900;2011;59.143 Km;Itajubá
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i X-line 4p Automático;172.900;2020;59.143 Km;Itajubá
Volkswagen Gol 1.0 Trendline Total Flex 5p;37.900;2015;59.143 Km;Itajubá
Chevrolet Onix 1.4 Lt 5p;45.500;2016;59.143 Km;Itajubá
Honda Hr-v 1.5 16v Turbo Gasolina Touring 4p Automático;131.990;2020;59.143 Km;Itajubá
Audi Q3 1.4 Tfsi Attraction Gasolina 4p S Tronic;87.900;2016;59.143 Km;Itajubá
Volkswagen Gol Novo  1.0;38.900;2014;133.200 Km;Itaipu - Belo Horizonte
Renault Logan 1.6 Expression Hi-power 4p;26.900;2013;133.200 Km;Itaipu - Belo Horizonte
Volkswagen Fox 1.6 Vht Total Flex 5p;39.900;2013;133.200 Km;Itaipu - Belo Horizonte
Land Rover Discovery Sport 2.0 P250 Turbo Flex S Automático;199.000;2020;133.200 Km;Itaipu - Belo Horizonte
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual;47.700;2015;133.200 Km;Itaipu - Belo Horizonte
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i X-line 4p Automático;154.900;2019;133.200 Km;Itaipu - Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;42.900;2017;133.200 Km;Itaipu - Belo Horizonte
Jeep Renegade 1.8 16v Flex Sport 4p Automático;67.900;2016;133.200 Km;Itaipu - Belo Horizonte
Jeep Compass 2.0 16v Flex Limited Automático;94.890;2018;133.200 Km;Itaipu - Belo Horizonte
Volkswagen Gol 1.0 Trend Total Flex 5p;27.900;2012;133.200 Km;Itaipu - Belo Horizonte
Jeep Compass 2.0 16v Flex Limited Automático;90.900;2017;133.200 Km;Itaipu - Belo Horizonte
Ford Ka 1.5 Sigma Flex Se Plus Manual;50.000;2017;133.200 Km;Itaipu - Belo Horizonte
Volkswagen Tiguan Allspace 2.0 R-line 350 Tsi 4motion 5p;169.900;2019;133.200 Km;Itaipu - Belo Horizonte
Audi Q5 2.0 Tfsi Ambition S-tronic Quattro 5p;178.000;2018;133.200 Km;Itaipu - Belo Horizonte
Jeep Compass 2.0 Longitude Flex Aut. 5p;95.900;2018;133.200 Km;Itaipu - Belo Horizonte
Volkswagen Up! 1.0 Mpi High Up 12v Flex 4p Manual;53.800;2016;133.200 Km;Itaipu - Belo Horizonte
Renault Sandero Stepway 1.6 16v Hi-flex Aut. 5p;39.900;2012;133.200 Km;Itaipu - Belo Horizonte
Renault Sandero 1.6 16v Expression Sce 5p;45.900;2017;133.200 Km;Itaipu - Belo Horizonte
Fiat 500 1.4 Cult Flex 3p;38.990;2012;133.200 Km;Itaipu - Belo Horizonte
Chevrolet S-10 2.4 Lt 4x2 Cd 8v Flex 4p Manual;89.900;2014;133.200 Km;Itaipu - Belo Horizonte
Fiat Uno 1.4 Way Flex 5p;36.500;2014;133.200 Km;Itaipu - Belo Horizonte
Volkswagen Up! Move 1.0 Total Flex 12v 5p;53.900;2018;133.200 Km;Itaipu - Belo Horizonte
Renault Duster Expression 1.6 Flex 16v Aut.;74.900;2020;133.200 Km;Itaipu - Belo Horizonte
Ford Ka+ 1.0 Se/se Plus Tivct Flex 5p;49.000;2019;133.200 Km;Itaipu - Belo Horizonte
Fiat Uno Vivace Celeb. 1.0 Evo F.flex 8v 5p;34.900;2013;133.200 Km;Itaipu - Belo Horizonte
Renault Duster 1.6 4x2;61.900;2016;133.200 Km;Itaipu - Belo Horizonte
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;68.880;2016;133.200 Km;Itaipu - Belo Horizonte
Ford Ka 1.0 Se Plus Flex 4p;53.400;2020;133.200 Km;Itaipu - Belo Horizonte
Honda Hr-v 1.8 16v Flex Lx 4p Automático;85.900;2017;133.200 Km;Itaipu - Belo Horizonte
Volkswagen T-cross T-cross Highline 1.4 Tsi Flex 16v 5p Aut;108.900;2020;133.200 Km;Itaipu - Belo Horizonte
Citroën C4 Cactus 1.6 Feel (aut) (flex);80.550;2022;133.200 Km;Itaipu - Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático;99.500;2020;133.200 Km;Itaipu - Belo Horizonte
Citroën C3 1.4 8v Exclusive Flex 5p;27.900;2012;133.200 Km;Itaipu - Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Sense Automático;93.700;2020;133.200 Km;Itaipu - Belo Horizonte
Chevrolet Prisma 1.4 Ltz Aut. 4p;62.900;2017;133.200 Km;Itaipu - Belo Horizonte
Jeep Renegade 1.8 Sport 75 Anos Flex Aut. 5p;67.900;2016;133.200 Km;Itaipu - Belo Horizonte
Peugeot 208 Like 1.0 (flex);63.590;2023;133.200 Km;Itaipu - Belo Horizonte
Citroën C3 Live Pack 1.0 (flex);65.520;2023;133.200 Km;Itaipu - Belo Horizonte
Audi Q3 1.4 35 Tfsi Gasolina Prestige S Tronic;169.900;2020;133.200 Km;Itaipu - Belo Horizonte
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;104.900;2020;133.200 Km;Itaipu - Belo Horizonte
Mercedes-benz Gla 200 1.6 Cgi Flex Style 7g-dct;122.900;2018;133.200 Km;Itaipu - Belo Horizonte
Jeep Gracherokee Gcherokee Lrd3.6l;99.900;2015;133.200 Km;Itaipu - Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;51.850;2020;133.200 Km;Itaipu - Belo Horizonte
Renault Duster 2.0 16v Dynamique Hi-flex Aut. 5p;63.900;2017;133.200 Km;Itaipu - Belo Horizonte
Fiat Mobi Like 1.0 (flex);52.230;2022;133.200 Km;Itaipu - Belo Horizonte
Hyundai Hb20s C.plus/c.style 1.6 Flex 16v Mec.4p;60.900;2018;133.200 Km;Itaipu - Belo Horizonte
Nissan March 1.0 S 16v Flex 4p Manual;32.900;2013;133.200 Km;Itaipu - Belo Horizonte
Mercedes-benz Glc 250 2.0 Cgi Gasolina Sport 4matic 9g-tronic;194.990;2017;133.200 Km;Itaipu - Belo Horizonte
Chevrolet Onix 1.4 Mpfi Lt 8v Flex 4p Manual;66.900;2019;78.376 Km;Belo Horizonte
Jeep Renegade 1.8 Limited Flex Aut. 5p;78.000;2018;78.376 Km;Belo Horizonte
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;48.890;2019;78.376 Km;Belo Horizonte
Volkswagen Virtus 1.6 Msi Total Flex Manual;60.900;2020;78.376 Km;Belo Horizonte
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;79.800;2018;78.376 Km;Belo Horizonte
Honda Hr-v 1.8 16v Flex Exl 4p Automático;106.800;2019;78.376 Km;Belo Horizonte
Ford Ecosport 1.5 Tivct Flex Freestyle Automático;72.800;2019;78.376 Km;Belo Horizonte
Ford Ka Sedan 1.5 Sigma Flex Sel Manual;47.900;2018;78.376 Km;Belo Horizonte
Fiat Palio 1.6 Mpi Essence 16v Flex 4p Automatizado;41.900;2016;78.376 Km;Belo Horizonte
Fiat Punto 1.4 Attractive 8v Flex 4p Manual;44.990;2016;78.376 Km;Belo Horizonte
Ford Focus 1.6 Se 16v Flex 4p Powershift;48.900;2015;78.376 Km;Belo Horizonte
Ford Fiesta 1.6 Rocam Sedan 8v Flex 4p Manual;34.990;2014;78.376 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort Plus Flex 5p;48.900;2017;78.376 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Longitude 4p 4x4 Automático;98.900;2020;78.376 Km;Belo Horizonte
Toyota Rav4 2.5 Sx Awd Aut. (hev) 5p Hibrido;197.800;2020;78.376 Km;Belo Horizonte
Fiat Uno 1.0 Fire Flex Attractive Manual;42.900;2019;78.376 Km;Belo Horizonte
Suzuki Jimny 1.3 4all 4x4 16v Gasolina 2p Manual;68.900;2016;78.376 Km;Belo Horizonte
Volkswagen Voyage 1.0 Trend Tec Total Flex 4p;42.900;2014;78.376 Km;Belo Horizonte
Fiat Palio 1.0 Fire Way Celebration Flex 5p;37.979;2015;78.376 Km;Belo Horizonte
Renault Sandero 1.0 Expression 16v Flex 4p Manual;32.000;2013;78.376 Km;Belo Horizonte
Chevrolet Celta 1.0 Lt Flex Power 5p;32.900;2015;78.376 Km;Belo Horizonte
Fiat Punto 1.6 Essence 16v Flex 4p Automatizado;45.990;2015;78.376 Km;Belo Horizonte
Nissan Sentra 2.0 Flex Aut. 4p;39.900;2013;78.376 Km;Belo Horizonte
Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p;90.900;2019;78.376 Km;Belo Horizonte
Volkswagen Gol 1.0 Trendline Total Flex 5p;42.900;2015;78.376 Km;Belo Horizonte
Fiat Uno Attractive 1.0 Fire Flex 8v 5p;42.900;2019;78.376 Km;Belo Horizonte
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;59.990;2016;78.376 Km;Belo Horizonte
Toyota Etios X Sedan 1.5 Flex 16v 4p Mec.;52.900;2017;78.376 Km;Belo Horizonte
Peugeot 208 1.5 Active Pack 8v Flex 4p Manual;38.900;2014;78.376 Km;Belo Horizonte
Ford Ecosport 2.0 16v Storm 4wd Flex Aut. 5p;79.900;2020;78.376 Km;Belo Horizonte
Ford Fiesta 1.0 Flex 5p;22.900;2010;78.376 Km;Belo Horizonte
Chevrolet Onix 1.0 Lt 5p;50.900;2017;78.376 Km;Belo Horizonte
Kia Picanto 1.0 Ex 12v Flex 4p Manual;40.900;2012;78.376 Km;Belo Horizonte
Volkswagen Gol 1.6 Mi 8v Flex 4p Manual G.v;36.900;2014;78.376 Km;Belo Horizonte
Citroën C4 Lounge 2.0 Mpfi Tendence 16v Flex 4p Manual;41.900;2014;78.376 Km;Belo Horizonte
Land Rover Range Rover Evoque 2.0 Hse Dynamic 4wd 16v Gasolina 4p Automático;162.990;2018;78.376 Km;Belo Horizonte
Jeep Compass 2.0 16v Flex Longitude Automático;90.900;2018;78.376 Km;Belo Horizonte
Volkswagen Gol 1.0 Total Flex 5p;31.990;2013;78.376 Km;Belo Horizonte
Volkswagen Voyage 1.6 Msi Totalflex 4p Manual;49.900;2019;78.376 Km;Belo Horizonte
Ford Ka 1.5 Sigma Flex Se Plus Manual;43.900;2018;78.376 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort Flex 5p;53.000;2018;78.376 Km;Belo Horizonte
Nissan Versa 1.0 12v Conforto 4p;46.900;2019;78.376 Km;Belo Horizonte
Hyundai Hb20 Comf./c.plus/c.style 1.0 Flex 12v;51.900;2017;78.376 Km;Belo Horizonte
Volkswagen Gol (novo) 1.0 Mi Total Flex 8v 4p;36.000;2014;78.376 Km;Belo Horizonte
Jeep Compass 2.0 Limited 4x4 Aut. 5p;117.000;2019;78.376 Km;Belo Horizonte
Volkswagen Gol 1.0l Mc4;49.900;2020;78.376 Km;Belo Horizonte
Honda Hr-v 1.8 16v Flex Ex 4p Automático;89.990;2017;78.376 Km;Belo Horizonte
Jeep Compass Longitude 2.0 Td350 4x4 (aut);150.620;2022;78.376 Km;Belo Horizonte
Fiat Siena 1.0 Mpi El 8v Flex 4p Manual;35.990;2013;56.400 Km;Belo Horizonte
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual;53.990;2019;56.400 Km;Belo Horizonte
Chevrolet Cruze 1.8 Lt 16v Flex 4p Manual;48.900;2012;56.400 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Plus Manual;45.000;2017;56.400 Km;Belo Horizonte
Volkswagen Polo Track 1.0 Flex 12v 5p;76.750;2024;56.400 Km;Belo Horizonte
Renault Kwid 1.0 12v Sce Flex Zen Manual;37.990;2020;56.400 Km;Belo Horizonte
Honda Civic 2.0 16v Flexone Exl 4p Cvt;119.900;2019;56.400 Km;Belo Horizonte
Renault Kwid Renault Kwid Intense 1.0 12v Sce (flex);45.900;2020;56.400 Km;Belo Horizonte
Renault Kwid 1.0 12v Intense Sce 5p;39.000;2019;56.400 Km;Belo Horizonte
Volkswagen Tiguan Allspace 1.4 Comfortline 250 Tsi Flex 5p;123.900;2019;56.400 Km;Belo Horizonte
Jeep Compass Longitude 2.0 Td350 4x4 (aut);153.690;2022;56.400 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort Plus Flex 5p;44.500;2014;56.400 Km;Belo Horizonte
Toyota Corolla 2.0 16v Xei Flex Multi-drive S 4p;85.900;2016;56.400 Km;Belo Horizonte
Volkswagen Polo Track 1.0 Flex 12v 5p;75.990;2024;56.400 Km;Belo Horizonte
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg;184.890;2020;56.400 Km;Belo Horizonte
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg;184.890;2020;56.400 Km;Belo Horizonte
Volkswagen Tiguan 2.0 350 Tsi Gasolina Allspace R-line 4motion Dsg;184.890;2020;56.400 Km;Belo Horizonte
Land Rover Range Rover Velar 3.0 V6 P380 Gasolina R-dynamic Se Automático;389.900;2018;56.400 Km;Belo Horizonte
Toyota Sw4 2.8 Tdi Srx 7l 4x4 Aut. 5p;225.000;2017;56.400 Km;Belo Horizonte
Volkswagen Cross Up! 1.0 Tsi 5p;54.900;2017;56.400 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;49.900;2020;56.400 Km;Belo Horizonte
Volkswagen Gol 1.0 Comfortline Total Flex 5p;41.900;2016;56.400 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Manual;48.900;2018;56.400 Km;Belo Horizonte
Fiat Uno 1.4 Sporting Flex 5p;40.000;2014;56.400 Km;Belo Horizonte
Volkswagen Gol 1.0 Ecomotion Total Flex 3p;32.500;2014;56.400 Km;Belo Horizonte
Citroën C3 Citroen C3 Exclusive 1.6 Flex;29.900;2012;56.400 Km;Belo Horizonte
Renault Kwid 1.0 12v Zen Sce 5p;40.000;2021;56.400 Km;Belo Horizonte
Kia Picanto 1.0 Ex 12v Flex 4p Automático;45.900;2015;56.400 Km;Belo Horizonte
Volkswagen Voyage 1.6 Msi Totalflex Trendline 4p Manual;43.990;2018;56.400 Km;Belo Horizonte
Fiat Bravo 1.4 T-jet 5p;56.900;2014;56.400 Km;Belo Horizonte
Chevrolet Tracker Ltz 1.4 Turbo 16v Flex 4x2 Aut.;81.900;2017;56.400 Km;Belo Horizonte
Jeep Compass 2.0 16v Diesel Limited 4x4 Automático;135.000;2020;56.400 Km;Belo Horizonte
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;125.900;2018;56.400 Km;Belo Horizonte
Chevrolet Celta 1.0 Lt Flex Power 5p;32.900;2014;56.400 Km;Belo Horizonte
Ford Ka 1.0 Se 12v Flex 4p Manual;44.900;2017;56.400 Km;Belo Horizonte
Ford Fiesta 1.6 Mpi Class Hatch 8v Flex 4p Manual;30.900;2011;56.400 Km;Belo Horizonte
Ford Fiesta 1.6 Mpi Class Hatch 8v Flex 4p Manual;30.900;2011;56.400 Km;Belo Horizonte
Citroën C3 Feel  1.0 (flex);67.570;2023;56.400 Km;Belo Horizonte
Renault Sandero Zen Flex 1.0 12v 5p Mec.;48.890;2020;56.400 Km;Belo Horizonte
Fiat Punto 1.4 Attractive Flex 5p;34.900;2011;56.400 Km;Belo Horizonte
Mitsubishi Asx 2.0 Awd 16v Flex 4p Automático;97.900;2018;56.400 Km;Belo Horizonte
Jeep Renegade Lngtd At D;94.900;2018;56.400 Km;Belo Horizonte
Ford Ka 1.0 Ti-vct Flex Se Sedan Manual;48.900;2020;56.400 Km;Belo Horizonte
Mitsubishi Asx 2.0 Awd 16v Flex 4p Automático;104.900;2019;56.400 Km;Belo Horizonte
Peugeot 5008 1.6 Griffe Pack Thp 16v Gasolina 4p Automático;119.900;2019;56.400 Km;Belo Horizonte
Jeep Compass Longitude F;99.990;2019;56.400 Km;Belo Horizonte
Volkswagen Polo Track 1.0 Flex 12v 5p;76.750;2024;56.400 Km;Belo Horizonte
Fiat Palio 1.0 Mpi Fire 8v Flex 4p Manual;33.990;2017;56.400 Km;Belo Horizonte
Nissan March 1.0 S 12v;39.990;2016;10.000 Km;Pouso Alegre
Citroën C4 Lounge Exclusive 2.0 Flex 4p Aut.;53.900;2015;10.000 Km;Pouso Alegre
Renault Megane 2.0 Dynamique Sedan 16v Gasolina 4p Automático;26.900;2010;10.000 Km;Pouso Alegre
Hyundai Creta 2.0 16v Flex Prestige Automático;102.800;2018;10.000 Km;Pouso Alegre
Bmw X1 2.0 Sdrive20i Gp 5p;115.000;2016;10.000 Km;Pouso Alegre
Audi Q3 2.0 Tfsi Ambition S-tronic Quattro 5p;88.900;2015;10.000 Km;Pouso Alegre
Volkswagen Voyage 1.6 Msi Total Flex 4p;52.900;2019;10.000 Km;Pouso Alegre
Mitsubishi Asx 2.0 4wd Top Flex Cvt 5p;104.000;2019;10.000 Km;Pouso Alegre
Honda Hr-v 1.8 16v Flex Ex 4p Automático;85.500;2016;10.000 Km;Pouso Alegre
Chevrolet Prisma 1.4 Ltz 4p;46.900;2014;10.000 Km;Pouso Alegre
Volkswagen Voyage 1.6 Msi Totalflex 4p Manual;50.900;2019;10.000 Km;Pouso Alegre
Ford Ecosport Titanium 2.0 16v Flex 5p Aut.;59.900;2015;10.000 Km;Pouso Alegre
Chevrolet Tracker 1.8 Ltz Aut. 5p;69.800;2015;10.000 Km;Pouso Alegre
Ford Ka 1.0 Se Flex 4p;50.900;2020;10.000 Km;Pouso Alegre
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual;47.900;2015;10.000 Km;Pouso Alegre
Fiat Toro 2.0 Volcano 4x4 Aut. 4p;114.900;2018;10.000 Km;Pouso Alegre
Renault Kwid 1.0 12v Sce Flex Zen Manual;41.900;2020;10.000 Km;Pouso Alegre
Ford Fiesta Sedan 1.6 16v Se Flex 4p;29.900;2012;10.000 Km;Pouso Alegre
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;109.990;2020;10.000 Km;Pouso Alegre
Volkswagen Voyage 1.0 Vht Trend Total Flex 4p;31.900;2011;10.000 Km;Pouso Alegre
Mini Cooper 1.6 S Aut. 2p;79.990;2013;10.000 Km;Pouso Alegre
Ford Edge 3.5 V6 Gasolina Titanium Awd Automático;162.900;2018;10.000 Km;Pouso Alegre
Peugeot 208 1.2 Allure 12v Flex 4p Manual;49.990;2017;10.000 Km;Pouso Alegre
Porsche Cayenne 3.0 V6 E-hybrid Awd Tiptronic S;479.000;2020;10.000 Km;Pouso Alegre
Honda Hr-v 1.8 16v Flex Exl 4p Automático;95.900;2018;10.000 Km;Pouso Alegre
Peugeot 308 1.6 Quicksilver 16v Flex 4p Manual;47.900;2015;10.000 Km;Pouso Alegre
Ford Ka 1.0 Ti-vct Flex Se Manual;48.900;2019;10.000 Km;Pouso Alegre
Hyundai Hb20s 1.6 Comfort Plus Flex 4p;48.000;2014;10.000 Km;Pouso Alegre
Jeep Compass 2.0 S 4x4 Aut. 5p;128.900;2019;10.000 Km;Pouso Alegre
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual;28.900;2012;10.000 Km;Pouso Alegre
Volkswagen Polo Track 1.0 Flex 12v 5p;75.990;2024;10.000 Km;Pouso Alegre
Volkswagen Polo Track 1.0 Flex 12v 5p;75.990;2024;10.000 Km;Pouso Alegre
Chevrolet Onix 1.0 Mpfi Joy 8v Flex 4p Manual;46.700;2017;10.000 Km;Pouso Alegre
Hyundai Hb20 1.0 Limited Flex 5p;69.900;2023;10.000 Km;Pouso Alegre
Fiat Strada 1.4 Endurance Cab. Cs Plus Flex 2p;74.900;2022;10.000 Km;Pouso Alegre
Ford Ka 1.0 Ti-vct Flex Se Plus Sedan Manual;42.990;2020;10.000 Km;Pouso Alegre
Volkswagen Polo Track 1.0 Flex 12v 5p;77.890;2024;10.000 Km;Pouso Alegre
Citroën C3 Feel Pack 1.6;80.730;2023;10.000 Km;Pouso Alegre
Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p;105.900;2020;10.000 Km;Pouso Alegre
Mercedes-benz Classe Gla 2.0 Amg 4matic 5p;179.000;2016;10.000 Km;Pouso Alegre
Peugeot 208 1.2 Active Pack Flex 5p;48.900;2019;10.000 Km;Pouso Alegre
Chevrolet Celta 1.0 Lt Flex Power 5p;33.900;2013;10.000 Km;Pouso Alegre
Ford Ka 1.0 Flex 3p;20.900;2011;10.000 Km;Pouso Alegre
Honda Hr-v 1.8 16v Flex Ex 4p Automático;84.900;2016;10.000 Km;Pouso Alegre
Volkswagen Gol 1.0 12v Total Flex 5p;48.900;2020;10.000 Km;Pouso Alegre
Renault Clio 1.0 16v Campus Hi-flex 5p;19.900;2012;10.000 Km;Pouso Alegre
Chevrolet Onix 1.0 Joy 5p;46.900;2018;10.000 Km;Pouso Alegre
Volkswagen Fox Volkswagen Vw/novo Fox Cl Mb;38.900;2015;10.000 Km;Pouso Alegre
Toyota Etios Toyota Etios X 1.3 (flex);39.900;2014;135.000 Km;Contagem
Renault Sandero 1.0 Life 12v 5p;47.800;2020;135.000 Km;Contagem
Fiat Cronos 1.3 8v Flex;72.980;2022;135.000 Km;Contagem
Chevrolet Tracker 1.4 Lt Turbo Aut. 5p;79.900;2017;135.000 Km;Contagem
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual;31.900;2010;135.000 Km;Contagem
Land Rover Evoque 2.0 Si4 Dynamic 5p;135.990;2015;135.000 Km;Contagem
Fiat Mobi Like 1.0 (flex);50.230;2021;135.000 Km;Contagem
Jeep Compass Longitude 1.3 T270 (aut) (flex);136.970;2022;135.000 Km;Contagem
Ford Fiesta 1.5 S Hatch 16v Flex 4p Manual;42.990;2015;135.000 Km;Contagem
Volkswagen Spacefox 1.6 Trendline Total Flex 8v 5p;51.890;2018;135.000 Km;Contagem
Fiat Punto 1.4 Attractive Flex 5p;38.900;2013;135.000 Km;Contagem
Volkswagen Fox 1.6 Connect Total Flex 5p;51.900;2018;135.000 Km;Contagem
Renault Captur 1.6 16v Sce Flex Intense X-tronic;74.700;2019;135.000 Km;Contagem
Volkswagen Gol 1.6;35.900;2013;135.000 Km;Contagem
Hyundai Hb20 Hb20 1.0 Comfort;48.900;2018;135.000 Km;Contagem
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.v;30.990;2013;135.000 Km;Contagem
Fiat Bravo 1.8 Essence 16v Flex 4p Automático;34.990;2012;135.000 Km;Contagem
Fiat Uno 1.0 Way Celeb. Evo Fire Flex 8v 5p;31.900;2013;135.000 Km;Contagem
Fiat Grand Siena 1.6 Mpi Essence 16v Flex 4p Automatizado;46.900;2016;135.000 Km;Contagem
Mercedes-benz Glc 250 2.0 Cgi Gasolina Sport 4matic 9g-tronic;204.990;2018;135.000 Km;Contagem
Volkswagen T-cross Highline 1.4 Tsi Flex 16v 5p Aut;109.890;2020;135.000 Km;Contagem
Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p;82.900;2014;135.000 Km;Contagem
Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual;26.900;2011;135.000 Km;Contagem
